Trip_Distance_km,Time_of_Day,Day_of_Week,Passenger_Count,Traffic_Conditions,Weather,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Column1,Trip_Price per person
19.66,Night,Weekday,2,Low,Clear,4.56,1.73,0.44,105.23,84.873,25717.01952,42.4365
48.53,Afternoon,Weekday,1,Medium,Snow,4.57,1.94,,60.77,124.2416,25717.01952,124.2416
42.26,Morning,Weekday,3,High,Rain,2.3,1.69,0.26,40.14,84.1558,25717.01952,28.05193333
42.08,Afternoon,Weekend,1,Medium,Rain,2.27,1.41,0.19,64.53,73.8635,25717.01952,73.8635
23.97,Morning,Weekday,1,High,Clear,2.79,1.24,0.26,48.93,45.2346,25717.01952,45.2346
21.33,Morning,Weekday,1,Low,Clear,4.62,0.56,0.43,69.89,46.6175,25717.01952,46.6175
14.4,Afternoon,Weekend,2,Low,Clear,2.39,1.98,0.19,18.17,34.3543,25717.01952,17.17715
3.76,Evening,Weekday,,Medium,Rain,4.16,1.08,0.31,119.65,45.3123,25717.01952,#DIV/0!
43.37,Afternoon,Weekend,3,Low,Clear,2.3,0.73,0.42,53.94,56.6149,25717.01952,18.87163333
40.83,Afternoon,Weekday,1,Medium,Clear,3.87,1.5,0.24,45.05,75.927,25717.01952,75.927
49.99,Afternoon,Weekend,3,Low,Clear,3.07,0.93,0.36,86.67,80.7619,25717.01952,26.92063333
139.4765146,Evening,Weekday,1,Low,Clear,4.37,1.38,0.2,46.85,296.0886973,25717.01952,296.0886973
28.22,Morning,Weekday,3,High,Clear,2.7,1.38,0.14,100.83,55.7598,25717.01952,18.5866
38.68,Afternoon,Weekend,,Low,Clear,3.92,1.17,0.42,57.24,73.2164,25717.01952,#DIV/0!
47.29,Morning,Weekend,1,High,Clear,2.71,1.75,0.14,87.75,97.7525,25717.01952,97.7525
42.63,Morning,Weekend,1,High,Clear,4.14,,0.21,17.36,46.1526,25717.01952,46.1526
13.12,Afternoon,Weekday,3,Medium,Snow,4.62,1.17,0.44,102.3,64.9824,25717.01952,21.6608
23.08,Morning,Weekend,4,Medium,Rain,2.38,1.31,0.24,89.61,54.1212,25717.01952,13.5303
7.33,Afternoon,Weekend,2,Medium,Rain,4.6,1.5,0.49,29.35,29.9765,25717.01952,14.98825
47.75,Evening,Weekday,4,High,Rain,3.78,1.68,0.49,,94.6379,25717.01952,23.659475
30.7,Morning,Weekend,4,Low,Clear,2.38,1.09,0.21,41.37,44.5307,25717.01952,11.132675
12.2,Afternoon,Weekend,1,Medium,Clear,3.28,1.47,0.12,117.25,35.284,25717.01952,35.284
33.91,Morning,Weekday,2,Medium,Clear,2.48,0.73,0.38,34.54,40.3595,25717.01952,20.17975
31.29,Night,Weekday,,Medium,Clear,4.1,1.9,0.28,57.45,79.637,25717.01952,#DIV/0!
18.55,Afternoon,Weekday,1,Medium,Clear,4.28,1.07,0.14,,25.3115,25717.01952,25.3115
6.56,Evening,Weekday,4,Low,Clear,2.32,1.59,0.38,50.68,32.0088,25717.01952,8.0022
33.91,Afternoon,Weekday,4,Medium,Clear,,0.53,0.11,,29.2693,25717.01952,7.317325
26.5,Morning,Weekday,1,High,Clear,4.44,0.81,0.45,114.61,77.4795,25717.01952,77.4795
38.84,Afternoon,Weekday,1,Low,Clear,4.81,1.23,,64.42,62.8904,25717.01952,62.8904
26.49,Night,Weekday,1,High,Clear,3.54,1.82,0.15,99.2,66.6318,25717.01952,66.6318
42.76,Afternoon,Weekday,2,Medium,Rain,4.85,1.29,0.17,67.92,71.5568,25717.01952,35.7784
28.04,Evening,Weekend,4,High,Clear,3.61,1.89,0.48,9.69,61.2568,25717.01952,15.3142
28.49,Evening,Weekend,,Medium,Clear,3.18,1.23,0.38,41.23,53.8901,25717.01952,#DIV/0!
43.96,Morning,Weekday,3,Medium,,4.54,1.24,0.42,71.19,88.9502,25717.01952,29.65006667
20.77,Morning,Weekend,4,Low,Clear,3.48,,0.26,,47.3268,25717.01952,11.8317
7.57,Afternoon,Weekday,3,High,Clear,3.42,1.7,0.23,103.8,40.163,25717.01952,13.38766667
2.41,,Weekday,2,Low,Clear,3.47,0.87,0.19,31.26,11.5061,25717.01952,5.75305
38,Evening,Weekday,,High,Clear,4.54,1.85,0.29,30.31,83.6299,25717.01952,#DIV/0!
31.4,Night,Weekday,3,,Clear,4.5,1.87,0.32,28.13,72.2196,25717.01952,24.0732
35.5,Afternoon,Weekend,2,Low,Rain,3.21,1.91,0.35,111.09,109.8965,25717.01952,54.94825
11.44,Morning,Weekend,1,Low,Rain,3,1.28,0.2,103.06,38.2552,25717.01952,38.2552
7.68,Evening,Weekday,3,Medium,Clear,3.48,1.52,0.48,94.11,60.3264,25717.01952,20.1088
1.71,Morning,Weekday,3,,Clear,3.72,1.67,0.17,50.16,15.1029,25717.01952,5.0343
18.18,Evening,Weekday,2,High,Rain,2.72,0.7,0.49,63,46.316,25717.01952,23.158
29.91,Afternoon,,1,Low,Clear,4.38,1.4,0.11,58.4,52.678,25717.01952,52.678
20.22,Afternoon,Weekday,1,Low,Clear,3.46,0.55,,34.14,24.4816,25717.01952,24.4816
22.44,Morning,Weekday,3,High,,3,1.25,0.23,63.08,45.5584,25717.01952,15.18613333
45.3,Afternoon,Weekend,3,Medium,Rain,2.32,0.73,0.28,8.51,37.7718,25717.01952,12.5906
18.06,Afternoon,Weekend,3,High,Clear,2.72,0.77,0.33,20.16,23.279,25717.01952,7.759666667
26.19,Afternoon,Weekday,1,Low,,4.85,1.05,0.27,106.96,61.2287,25717.01952,61.2287
39.4,,Weekend,2,Medium,Rain,2.92,1.15,0.27,91.44,72.9188,25717.01952,36.4594
20.43,Evening,Weekday,2,Medium,Clear,2.51,1.43,0.39,53.63,52.6406,25717.01952,26.3203
31.48,Evening,Weekday,1,Medium,,3.38,0.61,0.37,64.47,46.4367,25717.01952,46.4367
43.26,Morning,Weekday,4,Medium,Snow,2.92,1.26,0.43,47.55,77.8741,25717.01952,19.468525
47.53,Morning,Weekday,2,Medium,,2.11,0.77,0.2,90.19,56.7461,25717.01952,28.37305
8.21,Morning,Weekend,3,Medium,Clear,2.97,1.36,0.34,95.18,46.4968,25717.01952,15.49893333
46.4,Afternoon,Weekday,4,Low,Clear,3.63,1.46,0.33,92.78,101.9914,25717.01952,25.49785
25.11,Afternoon,Weekday,4,Medium,Clear,3.66,1.34,0.25,88.1,59.3324,25717.01952,14.8331
13.65,Afternoon,Weekday,2,Low,Clear,3.07,1.61,0.29,,,25717.01952,0
23.5,Morning,Weekday,4,Medium,Clear,3.34,1,0.23,43.87,36.9301,25717.01952,9.232525
49.02,Afternoon,Weekend,4,Low,Clear,4.9,1.65,0.16,59.03,95.2278,25717.01952,23.80695
25.14,Afternoon,Weekday,2,Medium,Rain,3.13,1.15,0.19,43.04,40.2186,25717.01952,20.1093
17.11,Afternoon,Weekday,,Medium,,2.77,1.23,,91.82,36.6701,25717.01952,#DIV/0!
,Night,Weekday,4,Low,Clear,2.73,1.47,0.37,42.88,65.6944,25717.01952,16.4236
12.77,Morning,Weekday,3,Low,Clear,3.37,0.53,,20.9,17.6621,25717.01952,5.887366667
4.72,,Weekday,1,Low,Rain,4.28,1.48,0.48,50.89,35.6928,25717.01952,35.6928
7.32,Afternoon,Weekday,4,Medium,Clear,2.62,1.43,0.39,117.69,58.9867,25717.01952,14.746675
122.820191,Afternoon,Weekday,,High,Clear,4.13,0.96,0.12,30.98,247.5983179,25717.01952,#DIV/0!
8.44,Evening,Weekend,3,Low,Clear,2.06,0.63,0.45,75.4,41.3072,25717.01952,13.76906667
7.8,Afternoon,Weekend,,Medium,Clear,3.26,0.64,0.45,,32.9075,25717.01952,#DIV/0!
32.4,Night,Weekend,4,Low,Clear,4.33,1.88,0.28,13.17,68.9296,25717.01952,17.2324
9.91,Morning,Weekday,1,Medium,Rain,3.02,1.53,0.33,61.11,38.3486,25717.01952,38.3486
17.94,Morning,Weekday,1,High,Clear,3.69,0.69,0.49,85.75,58.0861,25717.01952,58.0861
44.94,Evening,Weekday,1,Low,Clear,2.61,1.04,0.31,64.02,69.1938,25717.01952,69.1938
24.22,Afternoon,Weekend,2,Medium,Clear,4.23,1.39,0.46,,86.3292,25717.01952,43.1646
33.71,Morning,Weekday,2,Low,Rain,,1.75,0.13,38.23,66.1224,25717.01952,33.0612
9.44,Morning,Weekday,1,Low,Clear,4.56,0.57,0.18,14.92,12.6264,25717.01952,12.6264
10.42,Morning,Weekday,1,Low,Clear,,0.85,0.28,112.71,43.0058,25717.01952,43.0058
3,Evening,Weekday,2,Low,Clear,4.62,1.83,0.33,48.49,26.1117,25717.01952,13.05585
9.28,Morning,Weekday,3,Medium,Clear,3.06,0.51,0.43,71.29,38.4475,25717.01952,12.81583333
14.65,Afternoon,Weekday,4,Medium,Clear,4.17,0.8,0.5,96.08,63.93,25717.01952,15.9825
9.67,Morning,Weekend,4,Medium,Clear,2.96,1.94,0.26,42.3,32.7178,25717.01952,8.17945
5.35,,Weekday,1,Low,Clear,4.72,1.42,0.12,87.36,22.8002,25717.01952,22.8002
6.91,Morning,Weekday,3,Low,Clear,2.38,0.89,0.42,20.57,17.1693,25717.01952,5.7231
23.58,Afternoon,Weekday,2,Medium,Clear,2.54,0.6,0.34,38.5,29.778,25717.01952,14.889
11.11,Morning,Weekday,1,,,3.48,0.54,0.18,21.64,13.3746,25717.01952,13.3746
18.85,,Weekday,3,Low,Clear,2.25,0.87,0.3,98.29,48.1365,25717.01952,16.0455
25.67,Morning,Weekend,3,High,,2.59,1.82,0.4,30.6,61.5494,25717.01952,20.51646667
34.83,Afternoon,Weekday,3,Medium,Snow,4.83,1.12,0.41,87.5,79.7146,25717.01952,26.57153333
2.93,Evening,Weekend,2,Medium,Snow,4.93,1.58,0.3,113.48,43.6034,25717.01952,21.8017
40.17,Afternoon,Weekday,2,Medium,Rain,3.13,1.88,0.22,65.69,93.1014,25717.01952,46.5507
31.77,Afternoon,Weekday,4,Low,Clear,4.77,1.11,0.49,67.1,72.9137,25717.01952,18.228425
5.01,Afternoon,Weekend,4,Low,Rain,3.63,0.79,0.37,58.02,29.0553,25717.01952,7.263825
43.81,Afternoon,Weekday,3,Medium,Clear,2.81,1.28,0.26,42.48,69.9316,25717.01952,23.31053333
46.12,Afternoon,Weekday,3,Low,Clear,4.11,1.86,0.21,59.7,102.4302,25717.01952,34.1434
138.7638872,Night,Weekday,2,High,Clear,3.98,1.71,0.39,74.32,332.0436887,25717.01952,166.0218443
14.57,Afternoon,Weekday,4,Medium,Clear,4.97,0.6,,118.39,37.39,25717.01952,9.3475
40.5,Afternoon,Weekend,3,Low,Rain,2.8,1.54,,112.84,84.3528,25717.01952,28.1176
37.66,Evening,Weekday,4,Medium,Clear,4.02,1.36,0.31,104.15,87.5241,25717.01952,21.881025
10.04,Afternoon,Weekend,,Low,Clear,2.16,1.86,0.22,107.25,44.4294,25717.01952,#DIV/0!
11.26,Morning,Weekend,3,Medium,Rain,2.34,0.68,,58.8,30.5768,25717.01952,10.19226667
19.15,Afternoon,Weekday,2,Medium,Clear,2.01,1.3,0.15,80.61,38.9965,25717.01952,19.49825
24.74,Night,Weekend,3,High,Clear,5,1.82,0.36,107.93,88.8816,25717.01952,29.6272
31.29,Morning,Weekday,3,Medium,Rain,4.41,,0.21,50.19,,25717.01952,0
19.08,Afternoon,Weekend,4,Medium,Clear,4.36,1.22,0.1,115.6,39.1976,25717.01952,9.7994
23.66,Morning,Weekday,3,Medium,Clear,3.53,0.61,0.15,52.82,25.8856,25717.01952,8.628533333
37.63,Afternoon,Weekday,2,High,Clear,2.9,0.92,,74.12,72.356,25717.01952,36.178
2.8,Morning,Weekday,3,Low,Clear,2.45,,0.45,86.63,44.2055,25717.01952,14.73516667
13.37,Afternoon,Weekday,2,Low,Rain,2.85,1.92,0.19,114.32,50.2412,25717.01952,25.1206
35.95,Evening,Weekday,2,Low,Clear,3.13,0.92,0.41,33.13,49.7873,25717.01952,24.89365
44.87,Afternoon,,4,Low,Clear,4.27,,0.34,90.81,,25717.01952,0
26.07,Afternoon,Weekday,1,Medium,Clear,3.62,1.51,0.49,64.89,,25717.01952,0
27.07,Evening,Weekday,1,Medium,Clear,2.23,0.74,0.25,35.88,31.2318,25717.01952,31.2318
6.25,Night,Weekend,4,Medium,Snow,2.05,1.23,0.37,94.31,44.6322,25717.01952,11.15805
22.92,Morning,Weekday,3,,Clear,2.31,1.61,0.13,68.51,48.1175,25717.01952,16.03916667
27.1,Afternoon,,4,Medium,Clear,,1.8,0.26,81.01,73.0726,25717.01952,18.26815
12.88,Morning,Weekend,2,Low,Clear,4.8,1.44,0.49,42.13,43.9909,25717.01952,21.99545
14.19,Night,Weekend,1,Medium,Clear,3.91,1.5,0.32,,44.507,25717.01952,44.507
19.49,Night,Weekend,4,Medium,Rain,4.41,0.69,0.22,76,34.5781,25717.01952,8.644525
1.98,Afternoon,Weekday,3,Low,Clear,3.4,1.92,0.15,51.56,,25717.01952,0
,Evening,Weekday,4,Low,Clear,3.08,0.7,0.38,27.81,25.3938,25717.01952,6.34845
11.36,Afternoon,Weekend,1,Low,Clear,,1.66,0.36,115.59,62.8,25717.01952,62.8
17.05,Afternoon,Weekday,4,High,Rain,4.63,0.9,0.25,63.82,,25717.01952,0
6.87,Morning,,4,High,Clear,4.35,1.9,0.48,89.4,60.315,25717.01952,15.07875
44.64,Evening,Weekday,1,Medium,Rain,2.5,1.58,0.11,52.27,78.7809,25717.01952,78.7809
30.09,Morning,Weekend,,Low,Clear,3.54,1.63,0.22,45.84,62.6715,25717.01952,#DIV/0!
,Evening,Weekday,2,Medium,Rain,3.46,0.83,0.47,51.82,56.2678,25717.01952,28.1339
39.67,Evening,Weekday,1,Medium,Clear,3.88,1.16,0.23,52.06,61.871,25717.01952,61.871
25.42,Evening,Weekday,4,Medium,Clear,4.84,1.43,0.2,67.58,54.7066,25717.01952,13.67665
5.26,Morning,Weekday,1,Low,Clear,3.74,1.65,0.31,67.5,33.344,25717.01952,33.344
27.32,Afternoon,,2,Low,Clear,3.62,0.66,0.43,62.17,48.3843,25717.01952,24.19215
29.76,Morning,Weekday,3,Medium,Rain,2.15,1.94,0.14,20.5,62.7544,25717.01952,20.91813333
37.53,Afternoon,Weekday,4,Low,Rain,2.19,1.84,0.48,62.05,101.0292,25717.01952,25.2573
22.15,Morning,Weekend,2,Low,Clear,2.56,0.91,0.42,24.45,32.9855,25717.01952,16.49275
7.25,Night,Weekday,,Low,Clear,2.1,1.73,0.17,19.51,17.9592,25717.01952,#DIV/0!
14.91,Afternoon,Weekend,1,Medium,Clear,4.23,1.28,0.38,112.25,65.9698,25717.01952,65.9698
18.79,Afternoon,Weekend,3,High,Rain,4.17,1.19,0.25,74.57,45.1726,25717.01952,15.05753333
32.65,Afternoon,Weekday,1,High,Clear,2.41,0.97,0.26,80.84,,25717.01952,0
28.97,Afternoon,Weekday,3,Medium,Clear,4.51,1.37,0.41,51.21,65.195,25717.01952,21.73166667
18.45,Afternoon,Weekday,4,Medium,Clear,2.46,1.59,0.49,109.53,85.4652,25717.01952,21.3663
49.34,Afternoon,Weekend,4,Low,Clear,,1.12,0.15,78.36,69.9148,25717.01952,17.4787
30.68,Night,Weekday,1,Medium,Clear,2.75,1.44,0.27,93.45,72.1607,25717.01952,72.1607
12.62,Afternoon,Weekday,3,,Clear,3.12,1.55,0.29,47.38,36.4212,25717.01952,12.1404
5.99,Night,Weekday,3,Medium,Clear,2.76,1.57,0.25,115.4,41.0143,25717.01952,13.67143333
8.49,Evening,Weekday,,Low,Snow,3.47,,0.25,99.35,33.2317,25717.01952,#DIV/0!
13.05,Morning,Weekday,1,Low,Clear,3.22,1.79,0.12,103.2,38.9635,25717.01952,38.9635
8.87,Night,Weekday,3,Low,Clear,4.96,1.19,0.37,24.8,24.6913,25717.01952,8.230433333
10.14,Morning,Weekend,4,Low,Clear,2.17,0.89,0.27,36.16,,25717.01952,0
14.97,Evening,Weekday,2,,Rain,2.43,0.86,0.18,37.85,22.1172,25717.01952,11.0586
9.5,Afternoon,Weekday,1,Low,Clear,2.16,1.22,0.43,36.15,29.2945,25717.01952,29.2945
44.94,Evening,,2,High,Clear,,1.83,0.42,103.37,129.5356,25717.01952,64.7678
4.93,Evening,Weekend,1,Medium,Clear,2.16,1.07,0.29,8.67,9.9494,25717.01952,9.9494
26.7,Evening,Weekday,4,Medium,Clear,4.51,1.62,0.22,13.75,50.789,25717.01952,12.69725
21.11,Evening,Weekend,3,High,Clear,3.54,0.65,0.36,36.5,30.4015,25717.01952,10.13383333
49.14,Afternoon,Weekday,3,High,Rain,3.58,1.21,0.22,27.99,69.1972,25717.01952,23.06573333
6.49,Morning,Weekday,3,Medium,,3.68,,0.19,31.66,,25717.01952,0
20.49,Afternoon,Weekday,1,High,Clear,2.51,1.66,0.39,96.76,74.2598,25717.01952,74.2598
48.5,Morning,Weekday,4,Low,Clear,2.59,0.82,0.12,,50.7312,25717.01952,12.6828
43.41,Afternoon,Weekday,2,Low,Rain,2.96,1.25,0.14,5.66,58.0149,25717.01952,29.00745
41.04,Afternoon,Weekday,,Medium,Clear,3.78,0.85,0.1,54.37,44.101,25717.01952,#DIV/0!
13.64,Night,Weekend,2,Medium,Rain,2.63,1.11,0.16,51.91,26.076,25717.01952,13.038
9.37,Afternoon,Weekday,1,Medium,Clear,2.35,1.67,0.13,18.1,20.3509,25717.01952,20.3509
33.76,Evening,Weekday,1,Low,Rain,,1.66,0.5,82.76,102.3316,25717.01952,102.3316
46.54,Morning,Weekday,2,Low,Rain,2.07,0.84,0.22,85.74,60.0264,25717.01952,30.0132
28.28,Evening,Weekday,2,Medium,Rain,4.41,1.88,0.16,87.9,71.6404,25717.01952,35.8202
29.01,,Weekday,2,Low,Clear,4.36,1.39,0.2,88.77,62.4379,25717.01952,31.21895
14.72,Afternoon,Weekday,4,Medium,Clear,2.89,1.07,0.47,5.01,20.9951,25717.01952,5.248775
38.71,Afternoon,Weekday,2,Medium,Rain,2.41,1.25,0.31,114.7,86.3545,25717.01952,43.17725
10.17,Evening,Weekday,1,Medium,Clear,,1.41,0.25,98.63,41.4372,25717.01952,41.4372
16.86,Morning,Weekday,1,Medium,Clear,4.09,1.34,0.45,108.96,75.7144,25717.01952,75.7144
21.85,Afternoon,Weekday,3,High,Rain,3.93,1.23,0.26,6.8,32.5735,25717.01952,10.85783333
25.87,Afternoon,Weekday,2,,Rain,4.35,1.26,0.23,112.39,62.7959,25717.01952,31.39795
12.88,Morning,Weekday,4,Medium,Rain,4.81,0.76,0.18,98.13,32.2622,25717.01952,8.06555
6.63,Afternoon,Weekend,4,Medium,Clear,4.08,1.72,0.25,101.28,40.8036,25717.01952,10.2009
30.92,Morning,Weekday,4,Low,Rain,2.47,1.31,0.23,15.73,46.5931,25717.01952,11.648275
15.14,Morning,Weekday,3,Low,Rain,2.73,0.7,0.37,89.96,46.6132,25717.01952,15.53773333
29.48,Morning,Weekday,,Low,Clear,4.53,1.65,0.22,115.39,78.5578,25717.01952,#DIV/0!
8.56,Night,Weekend,4,Medium,Clear,2.63,,0.33,83.03,46.2939,25717.01952,11.573475
24.58,Afternoon,Weekend,1,Medium,Clear,2.22,1.92,0.13,70.61,58.5929,25717.01952,58.5929
27.1,,Weekday,3,High,Clear,4.11,1.05,0.18,113.75,53.04,25717.01952,17.68
3.54,Afternoon,Weekend,2,Low,Snow,3.21,0.7,0.26,55.94,20.2324,25717.01952,10.1162
17.49,Afternoon,Weekday,2,Low,Clear,4.76,1.28,0.47,73.92,61.8896,25717.01952,30.9448
7.59,Afternoon,Weekday,2,High,,3.95,0.67,0.25,59.78,23.9803,25717.01952,11.99015
4.11,Afternoon,Weekend,4,Low,Snow,2.27,1.9,0.37,112.28,51.6226,25717.01952,12.90565
49.51,Morning,Weekend,2,Medium,Clear,4.84,0.78,0.2,13.75,46.2078,25717.01952,23.1039
16.8,Afternoon,Weekday,4,Medium,Rain,2.78,0.88,,62.63,26.9585,25717.01952,6.739625
40.68,Morning,Weekday,3,,Clear,3.01,1.11,0.12,84,58.2448,25717.01952,19.41493333
13.48,Afternoon,Weekday,3,Low,Rain,3.21,1.07,0.22,96.07,38.769,25717.01952,12.923
34.39,,Weekday,4,Low,Clear,2.15,1.69,0.16,72.05,71.7971,25717.01952,17.949275
38.25,Morning,,1,Low,Rain,3.49,1.18,0.17,109.53,67.2451,25717.01952,67.2451
30.19,Morning,Weekday,2,Medium,,2.37,0.76,0.4,113.33,70.6464,25717.01952,35.3232
24.11,Evening,,2,Medium,Clear,3.2,0.9,0.11,12.4,26.263,25717.01952,13.1315
21.18,Afternoon,Weekday,2,Low,Rain,3.05,1.26,0.32,51.27,46.1432,25717.01952,23.0716
18.09,Morning,Weekday,4,Medium,Clear,4.32,0.72,0.25,7.7,19.2698,25717.01952,4.81745
46.55,Night,Weekday,3,High,Clear,4.41,1.42,0.3,42.88,83.375,25717.01952,27.79166667
41.7,,Weekday,2,Low,Clear,2.46,1.35,0.33,66.74,80.7792,25717.01952,40.3896
48.29,Afternoon,Weekend,3,Medium,Rain,3.1,1.57,0.23,109.74,104.1555,25717.01952,34.7185
7.09,Night,Weekend,2,,Clear,,1.91,0.22,102.35,39.1789,25717.01952,19.58945
36.81,Morning,Weekday,2,Low,Clear,2.45,1.87,0.39,19.66,78.9521,25717.01952,39.47605
46.98,Morning,Weekend,4,Low,Clear,4.4,1.92,0.45,15.7,101.6666,25717.01952,25.41665
9.88,Morning,Weekend,1,Medium,Clear,4.12,0.87,0.18,72.77,25.8142,25717.01952,25.8142
4.26,Afternoon,Weekend,4,,Clear,2.57,0.7,0.14,66.19,14.8186,25717.01952,3.70465
37.31,Morning,Weekday,2,High,Clear,3.1,0.95,0.46,35.63,54.9343,25717.01952,27.46715
29.15,Afternoon,Weekday,2,Medium,Clear,2.32,1.84,0.24,108.44,81.9816,25717.01952,40.9908
,Morning,Weekday,1,Medium,Clear,3.88,1.96,0.32,111.65,122.418,25717.01952,122.418
7.85,Afternoon,,3,Low,Clear,2.36,,0.24,51.3,28.7235,25717.01952,9.5745
39.97,Night,Weekday,3,Medium,Rain,4.96,0.67,0.15,107.38,47.8469,25717.01952,15.94896667
10.88,Evening,Weekday,2,Medium,Clear,,1.92,0.34,,41.9406,25717.01952,20.9703
9.02,Afternoon,Weekday,3,Low,Clear,3.17,1.14,0.31,89.73,,25717.01952,0
9.05,Afternoon,Weekend,2,Medium,Clear,3.74,0.51,0.18,59.73,19.1069,25717.01952,9.55345
40.91,Afternoon,Weekday,1,Medium,Clear,4.73,1.16,0.28,19.1,57.5336,25717.01952,57.5336
33.59,Afternoon,Weekday,1,Low,Rain,3.66,0.57,0.42,111.71,69.7245,25717.01952,69.7245
26.63,Afternoon,Weekend,2,High,Clear,2.52,,0.34,57.22,57.1264,25717.01952,28.5632
,Morning,Weekend,1,Low,Clear,3.14,,0.14,89.47,34.4316,25717.01952,34.4316
43.98,Evening,Weekend,4,Low,Clear,4.53,1.21,0.32,47.22,72.8562,25717.01952,18.21405
20.23,Afternoon,Weekend,,Low,Clear,3.93,1.42,0.38,7.17,35.3812,25717.01952,#DIV/0!
41.01,Morning,,1,Medium,Clear,3.95,1.8,0.42,16.56,84.7232,25717.01952,84.7232
22.52,Afternoon,Weekend,2,Medium,Clear,4.6,1.49,0.35,62.07,,25717.01952,0
19.47,,Weekday,2,Low,Clear,4.68,1.15,0.16,84.35,40.5665,25717.01952,20.28325
23.67,Evening,Weekday,1,Medium,Snow,4.76,1.73,0.38,43.49,62.2353,25717.01952,62.2353
15.77,Evening,Weekday,3,Low,Clear,2.28,1.86,0.37,,63.0548,25717.01952,21.01826667
37.63,Evening,Weekday,4,Medium,Clear,3.63,0.68,0.11,85.34,38.6058,25717.01952,9.65145
25.63,Morning,Weekday,3,Medium,Rain,4.22,1.3,0.26,85.95,59.886,25717.01952,19.962
12.38,Afternoon,Weekday,2,Medium,Rain,4.27,0.93,0.23,61.64,29.9606,25717.01952,14.9803
45.08,Afternoon,Weekend,2,High,Clear,3.82,0.57,,110.21,70.2933,25717.01952,35.14665
19.81,Morning,Weekday,3,Low,Rain,2.5,1.5,0.19,61.26,43.8544,25717.01952,14.61813333
101.0397035,,Weekday,1,Low,Rain,4.39,1.79,,56.78,283.6452006,25717.01952,283.6452006
45.42,Evening,Weekend,3,Medium,Clear,4.16,0.74,0.47,27.93,50.8979,25717.01952,16.96596667
31.59,Morning,,3,High,,2.26,1.72,0.42,40.38,73.5544,25717.01952,24.51813333
6.73,Afternoon,Weekday,4,Low,Clear,3.39,1.78,0.47,9.87,20.0083,25717.01952,5.002075
47.05,Morning,Weekday,4,Low,Snow,2.52,1.87,0.49,77.86,128.6549,25717.01952,32.163725
31.76,Morning,Weekday,3,Low,Clear,3.01,0.9,0.1,33.58,34.952,25717.01952,11.65066667
17.41,Morning,Weekday,,Medium,Clear,2.05,1.86,,39.98,,25717.01952,#DIV/0!
7.82,Night,Weekend,2,Low,Rain,3.2,0.98,0.27,93.64,36.1464,25717.01952,18.0732
39.91,Evening,Weekday,4,Medium,Clear,3.65,1.33,0.44,42.63,75.4875,25717.01952,18.871875
31.38,Night,Weekday,4,High,Clear,3.86,0.58,0.2,32.85,28.6304,25717.01952,7.1576
27.14,Afternoon,Weekend,2,Medium,Clear,3.99,0.57,0.49,24.44,31.4354,25717.01952,15.7177
44.8,Morning,Weekend,1,Low,Clear,4.51,1.58,0.35,94.11,108.2325,25717.01952,108.2325
39.64,Afternoon,Weekday,4,Medium,Rain,2.65,1.17,0.42,19.92,57.3952,25717.01952,14.3488
8.43,Afternoon,Weekday,4,Low,Clear,2.36,0.88,0.13,57.18,,25717.01952,0
16.27,Evening,Weekday,1,High,Rain,4.55,0.79,0.17,,28.1643,25717.01952,28.1643
13.18,Morning,Weekday,4,Medium,Clear,2.47,1.5,0.4,84.05,55.86,25717.01952,13.965
37.45,Afternoon,Weekday,4,Low,Clear,4.92,0.5,0.11,77.83,32.2063,25717.01952,8.051575
2.64,Morning,Weekday,1,Medium,Snow,4.53,1.71,0.43,98.23,51.2833,25717.01952,51.2833
28.92,Afternoon,Weekend,1,Medium,Clear,3.5,0.62,0.11,10.15,22.5469,25717.01952,22.5469
38.36,Evening,Weekday,3,Medium,Clear,4.94,0.79,0.36,39.09,49.3168,25717.01952,16.43893333
43.96,,Weekday,2,Low,Clear,2.29,1.08,0.25,37.22,59.0718,25717.01952,29.5359
17.76,Afternoon,Weekday,2,,Rain,2.91,,0.34,21.79,32.1634,25717.01952,16.0817
41.24,Afternoon,Weekday,1,High,Clear,3.91,1.03,0.38,38.26,60.926,25717.01952,60.926
,Afternoon,Weekday,1,Medium,Clear,3.05,0.98,0.24,,19.0904,25717.01952,19.0904
42.48,Evening,Weekday,4,High,Clear,4.79,1.95,0.14,65.02,96.7288,25717.01952,24.1822
7.25,,Weekend,3,Low,Clear,2.2,1.46,0.13,81.33,23.3579,25717.01952,7.785966667
20.47,Night,Weekday,3,Medium,Rain,3.65,,0.34,48.83,31.306,25717.01952,10.43533333
,Evening,Weekday,1,Medium,Clear,3.77,1.15,0.31,87.74,77.0499,25717.01952,77.0499
8.35,Afternoon,Weekday,4,Medium,Clear,3.96,1.81,0.4,43.66,36.5375,25717.01952,9.134375
12.23,Afternoon,Weekday,4,Medium,Clear,2.77,0.95,0.3,38.38,25.9025,25717.01952,6.475625
36.39,Afternoon,Weekday,2,Low,,3.09,0.64,0.27,67.24,44.5344,25717.01952,22.2672
36.28,,Weekday,2,Low,Rain,4.53,1.64,,7.73,66.039,25717.01952,33.0195
32.42,Evening,Weekday,4,Low,Clear,2.58,1.41,0.11,14.18,49.852,25717.01952,12.463
